0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,127,255,255,255,255,251,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,251,255,255,255,255,255,255,255,95,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,251,255,255,219,11,0,0,87,255,255,59,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,255,255,243,0,0,0,0,0,119,255,255,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,247,255,171,0,0,0,0,0,0,0,195,255,179,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,51,255,255,0,0,0,0,0,0,0
0,0,0,0,0,0,0,127,255,255,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,255,215,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,255,103,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,15,255,255,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,107,255,255,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,255,255,151,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,255,255,11,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,223,255,231,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,255,67,0,0,0,0,0,0,0,255,255,23,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,175,255,219,0,0,0,0,0,0,31,255,255,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,255,255,35,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,231,255,255,23,0,0,95,255,255,127,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,95,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,255,255,255,255,255,75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,167,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,215,255,63,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,83,255,247,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,135,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,143,255,255,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,47,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,255,255,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,59,0,0,0,0,0,0,0,0,0,0,0
